hajagiree	हजगिरी
makhijani	माखीजानी
isa	इसा
adolf	अडॉल्फ़
hitler	हिटलर
jalendr	जलेंद्र
university	यूनिवर्सिटी
off	ऑफ
tandi	डंडी
nrupindar	नृपिंदर
farmacology	फार्माकोलॉजी
jalendu	जलेंदु
dil	दिल
ney	ने
fir	फिर
yad	याद
kiya	किया
austral	ऑस्ट्रल
gillian	गिल्लिअन
arunachal	अरुणाचल
kaamna	कामना
vagisha	वागीशा
fatehabaad	फतेहाबाद
junction	जंक्शन
puranik	पुराणिक
sandhar	संधार
jogdand	जोगदंड
arun	अरुण
gahniya	ग़नियाह
patjad	पतझड़
andros	एण्ड्रॉस
museum	म्युज़ियम
off	ऑफ
modern	मॉडर्न
art	आर्ट
mere	मेरे
garib	गरीब
nawaz	नवाज़
junaid	जुनैद
jaysukh	जयसुख
mudrika	मुद्रिका
mufeed	मुफीद
nikunj	निकुंज
sasuraal	ससुराल
shareef	शरीफ
daku	डाकू
sona	सोना
koyo	कोयो
stre	स्टी
adhivar	अधिवर
chamra	चामरा
kapoohedera	कपुगेदेरा
aseemganj	अज़ीमगंज
junction	जंक्शन
chalden	चार्लटन
hesdun	हेस्टन
bekem	बेकहैम
khayrah	खैराह
parth	पार्थ
kumar	कुमार
reddy	रेड्डी
labs	लैब्स
fort	फोर्ट
by	बोकर
love	प्यार
of	की
kill	मार
aamer	आमेर
najir	नाज़िर
irvin	इरविन
shilingford	शिलिंगफोर्ड
bolotra	बालोत्रा
tatoda	ट्रूडा
akaryatanya	अकर्यतनया
kongkni	कोंकणी
meet	मीट
van	वन
greet	ग्रीट
one	वन
mujaffarnagar	मुज़फ़्फ़रनगर
santan	संतान
forte	फोर्ट
bouvissand	बॉविसैंड
great	ग्रेट
victoria	विक्टोरिया
asandra	अस्रांदा
bank	बैंक
off	ऑफ
india	इंडिया
kaisiya	कैसिया
gushape	ग्यूसेप
miragiliya	मिराग्लिया
chitra	चित्रा
roaster	रोस्‍टर
shabib	शबीब
awasvashthama	अश्वत्थामा
imra	इर्मा
christie	क्रिस्टी
hefner	हैन्फ़र
nagpal	नागपाल
inhtelligence	खुफिया
palace	महल
sihlsee	सिहल्सी
muflih	मुफ़्लीह
shyla	शाइला
tirukkulunkunram	तिरुक्कलुन्कुंरम
olympic	ओलिंपिक
medalist	मेडलिस्ट
akbarganj	अकबरगंज
do	दो
havaldar	हवलदार
parakram	पराक्रम
uoojaam	ऊजाम
jeeni	जीनी
shub	शुब
eelaktrick	इलेक्ट्रिक
paanvar	पॉवर
solomon	सोलोमन
island	द्वीप
avam	आवाम
anguri	अंगूरी
corine	कोरिन
sharadini	शारदिनी
chyulu	च्यूलु
hills	हिल्स
deeptendu	दीप्तेंदु
peter	पीटर
wiley	विले
memory	स्मृति
shinano	शिनानो
mithra	मिथ्रा
wettimuny	वेट्टीमुनी
kanhaiyaalaal	कन्हैयालाल
anuradha	अनुराधा
chidaksh	चिदाक्ष
we	हम
crazy	दीवाने
amruthash	अमृताश
fort	फोर्ट
edmonton	एडमॉन्टन
mississippi	मिसिसिपी
river	रिवर
krishnamurthy	कृष्णमूर्ति
lavas	लवर्स
steve	स्टीव
vaanjnik	वॉज़निक
arulachelavan	अरुलचेलवन
andolph	एडोल्फो
baliya	बालिया
hangarian	हंगेरियन
revolt	रिवॉल्ट
valita	वेलिट्टा
vimborn	विम्बॉर्न
mera	मेरा
ghar	घर
mere	मेरे
bache	बच्चे
coimbatore	कोइम्बटूर
north	नॉर्थ
junction	जंक्शन
sumit	सुमित
awards	अवार्ड्‍स
jota	जोटा
harsinger	हरसिंगार
achleshwar	अचलेश्वर
sen	सैन
francisco	फ्रान्सिस्को
auckland	ऑकलैंड
bay	बे
lamhi	लेम्ही
jananhi	जननी
indrani	इंद्राणी
bahrose	बॉरोज
laxmi	लक्ष्मी
pooja	पूजा
manchester	मॅन्चेस्टर
ganguj	गूँज
baalgopal	बालगोपाल
hydrogenics	हाइड्रोजेनिक्स
koporeshan	कॉर्पोरेशन
anju	अंजु
joli	जोली
charls	चार्ल्स
darvin	डार्विन
dvarka	द्वारका
babbu	बब्बू
tanuj	तनुज
shrikaant	श्रीकांत
tiknar	टिक्नर
hamid	हमीद
amrutkala	अमृतकला
valington	वेलिंग्टन
supol	सुपौल
begum	बेग़म
aashish	आशीष
nehra	नेहरा
saahnewal	साहनेवाल
gokul	गोकुल
ka	का
raja	राजा
tuinis	ट्यूनिस
upal	उपुल
chandana	चन्दाना
gujarat	गुजरात
ambuja	अंबुजा
cement	सीमेंट
ganga	गंगा
united	यूनाइटेड
kingdom	किंगडम
simons	सिमंस
hindi	हिन्दी
tommy	टॉमी
omaprakaash	ओमप्रकाश
indrayani	इंद्रायणी
iffah	इफ्फह
cittaswarup	चित्तस्वरूप
ranjana	रंजना
ki	की
sowganhdha	सौगंध
sajni	सजनी
ronaald	रोनाल्ड
rigan	रीगन
raaj	राज
lakshmi	लक्ष्मी
misaal	मिसाल
mukti	मुक्ति
lopaa	लोपा
gulf	गल्फ
island	आयलैंड
raghav	राघव
batala	बटाला
junction	जंक्शन
tata	टाटा
tea	टी
nityagopal	नित्यगोपाल
abhinath	अभिनाथ
lokpal	लोकपाल
bentuang	बेंटुआंग
karimun	कारीमुन
don	डॉन
anursiri	अनुरसीरी
john	जॉन
wayne	वेन
fitzwilliam	फिट्ज़विलियम
varadaraja	वरदराजा
perumal	पेरूमाल
way	रास्ते
aur	और
manzil	मंज़िल
bhanuprasad	भानुप्रसाद
amadou	अमादोउ
baba	बांबा
mushtak	मुश्ताक़
yeri	येरी
blue	ब्लू
dart	डार्ट
badnaam	बदनाम
jaw	जॉ
angel	एंजेल
gajraj	गजराज
sati	सती
nagkanya	नागकन्या
admi	आदमी
sarak	सड़क
ka	का
varidhi	वारिधि
nova	नोवा
fariste	फरिश्ते
sayeed	सईद
badsaahnagar	बादशाहनगर
anandi	आनंदी
naam	नाम
ooh	ओ
nisaan	निशान
bisan	बिशन
ravindra	रविंद्र
puspkumari	पुष्पकुमारा
nadan	नादां
ojas	ओजस
brayan	ब्रायन
agni	अग्नि
sastri	साक्षी
habroos	हबूस
nayan	नयन
mongiya	मोंगिया
salila	सलिला
nola	नोला
mutavasit	मुतावस्सित
aahanith	आह्वानित
bhai	भाई
bahan	बहन
pyaremohan	प्यारेमोहन
dyuyar	ड्यूएर
shanbhu	शंभू
maharaj	महाराज
pelaagiya	पेलागिया
sadhu	साधू
yameen	यमीन
aaj	आज
kee	की
tajaa	ताज़ा
khabar	खबर
andheree	अंधेरी
raat	रात
me	में
diya	दिया
tere	तेरे
yaa	या
shaitan	शैतान
mahabalipuram	महाबलीपुरम
australian	ऑस्ट्रेलियन
catholic	कैथलिक
university	यूनिवर्सिटी
lawres	लॉरेंस
aapte	आप्टे
khoj	खोज
ayyar	आर्य
hanhd	हाथ
in	में
victory	विजय
bharadwaj	भारद्वाज
volga	वोल्गा
lhast	आखिरी
oat	कसम
hill	पहाड़ी
nagin	नागिन
sareen	सरीन
mundra	मृदा
museum	म्युज़ियम
off	ऑफ
da	द
street	स‍िट‍ी
off	ऑफ
new	न्यू
york	यॉर्क
kudarat	कुदरत
zaheriley	ज़हरीले
corner	कोनर
thopiyer	थोपइयर
reservoir	रिज़रवायर
karamgati	करमगति
lui	लुई
jogishwar	जोगीश्वर
vasant	वसंत
shankar	शंकर
khan	खान
nayan	नयन
meliora	मेलिओरा
jaali	जाली
note	नोट
tanir	तनीर
ansaari	अंसारी
area	एरिया
gaalib	गालिब
mere	मेरे
laal	लाल
gurudwara	गुरूद्वारा
narth	नॉर्थ
east	इस्ट
liend	लैंड
nayak	नायक
vade	वेड
saykanb	सेकॉम्ब
jay	जय
hanuman	हनुमान
mamta	ममता
dartmauth	डार्टमाउथ
manikaran	मनीकरण
nalanda	नालन्दा
john	जॉन
renee	रेनी
ajmal	अजमल
attack	वार
thirsty	प्यासी
river	नदी
diella	डिएला
naomi	नाओमी
fort	फोर्ट
rasika	रसिका
aslana	अस्लाना
kajwadkar	कजवाड़कर
ganga	गंगा
of	की
waves	लहरें
demi	डेमी
moore	मूर
order	ऑडर
awards	अवार्ड्‍स
ermaan	ईमॉन
urdu	उर्दू
chandrika	चंद्रिका
korak	गोरख
pyar	प्यार
hia	किए
jaa	जा
dharmvaram	धर्मवरम
junction	जंक्शन
off	ऑफ
curage	करेज
amartya	अमर्त्य
james	जेम्स
homps	होप्स
anoora	अनुरा
tencon	टेनेकून
ajeemaaha	अज़ीमाह
andi	एण्डी
floor	फ्लार
aparaajitaa	अपराजिता
vidrumalataa	विद्रुमलता
life	जीवन
ferry	नैया
hud	हुद
tiptree	टिपट्री
award	अवार्ड
moroni	मोरोनी
emanuele	इमानुएल
eyes	आँखें
fernedo	फर्नेंडो
d	डी
